rank_in_inventory,canonical_key,formal_name,db_name,official_url,koeki_info_url,koeki_registered,admin_agency,prefecture_or_address,financial_document_year,annual_grant_amount_yen_existing,total_assets_yen_existing,jfc_rank_2022,foundation_subtype,koeki_research_score,duplicate_rows_collapsed,verification_status
95,住友電工グループ社会貢献基金,公益財団法人住友電工グループ社会貢献基金,公益財団法人住友電工グループ社会貢献基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BD%8F%E5%8F%8B%E9%9B%BB%E5%B7%A5%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E7%A4%BE%E4%BC%9A%E8%B2%A2%E7%8C%AE%E5%9F%BA%E9%87%91,yes,内閣府,大阪府大阪市中央区北浜４丁目５番３３号住友電気工業株式会社内,,,,,corporate,6,1,koeki_name_matched_official_url_needed
96,佐々木環境技術振興財団,公益財団法人佐々木環境技術振興財団,公益財団法人佐々木環境技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BD%90%E3%80%85%E6%9C%A8%E7%92%B0%E5%A2%83%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,新潟県,新潟県新潟市南区北田中７８０番地６,,,,,corporate,6,1,koeki_name_matched_official_url_needed
97,光科学技術研究振興財団,公益財団法人光科学技術研究振興財団,公益財団法人光科学技術研究振興財団,http://www.refost-hq.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%85%89%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,静岡県浜松市中央区砂山町３２５番地の６日本生命浜松駅前ビル４階,,,,,corporate,6,1,official_url_and_koeki_name_matched
98,内田エネルギー科学振興財団,公益財団法人内田エネルギー科学振興財団,公益財団法人内田エネルギー科学振興財団,http://www.corona.co.jp/energy,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%86%85%E7%94%B0%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,新潟県,新潟県三条市東新保７番７号,,,,,corporate,6,1,official_url_and_koeki_name_matched
99,内藤記念科学振興財団,公益財団法人内藤記念科学振興財団,公益財団法人内藤記念科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%86%85%E8%97%A4%E8%A8%98%E5%BF%B5%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都文京区本郷３丁目４２番６号,2024,,,,,6,1,koeki_name_matched_official_url_needed
100,動物臨床医学研究所,公益財団法人動物臨床医学研究所,公益財団法人動物臨床医学研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8B%95%E7%89%A9%E8%87%A8%E5%BA%8A%E5%8C%BB%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,鳥取県倉吉市八屋２１４番地１０,,,,,academic,6,1,koeki_name_matched_official_url_needed
101,原フルタイムシステム科学技術振興財団,公益財団法人原・フルタイムシステム科学技術振興財団,公益財団法人原・フルタイムシステム科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8E%9F%E3%83%BB%E3%83%95%E3%83%AB%E3%82%BF%E3%82%A4%E3%83%A0%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区岩本町２丁目１０番１号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
102,原田記念財団,公益財団法人原田記念財団,公益財団法人原田記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8E%9F%E7%94%B0%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,佐賀県,佐賀県武雄市若木町大字川古字道免木９８５７番地１３,,,,,individual,6,1,koeki_name_matched_official_url_needed
103,双葉電子記念財団,公益財団法人双葉電子記念財団,公益財団法人双葉電子記念財団,http://www.futaba-zaidan.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8F%8C%E8%91%89%E9%9B%BB%E5%AD%90%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,内閣府,千葉県茂原市千代田町１丁目６番地１茂原サンヴェルプラザ５階,,,,,individual,6,1,official_url_and_koeki_name_matched
104,喜榮音與支援財団,公益財団法人喜・榮・音與支援財団,公益財団法人喜・榮・音與支援財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%96%9C%E3%83%BB%E6%A6%AE%E3%83%BB%E9%9F%B3%E8%88%87%E6%94%AF%E6%8F%B4%E8%B2%A1%E5%9B%A3,yes,石川県,石川県金沢市四十万３丁目２７９番地,,,,,corporate,6,1,koeki_name_matched_official_url_needed
105,国際科学振興財団,公益財団法人国際科学振興財団,公益財団法人国際科学振興財団,https://www.japanprize.jp/foundation_founding.html,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9B%BD%E9%9A%9B%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,茨城県つくば市春日三丁目２４番１６,2024,,,,intl,6,1,official_url_and_koeki_name_matched
106,土科学センター財団,公益財団法人土科学センター財団,公益財団法人土科学センター財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9C%9F%E7%A7%91%E5%AD%A6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都江東区東陽４丁目１番１３号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
107,小川科学技術財団,公益財団法人小川科学技術財団,公益財団法人小川科学技術財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B0%8F%E5%B7%9D%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,岐阜県,岐阜県大垣市久徳町100番地,,,,,corporate,6,1,koeki_name_matched_official_url_needed
108,山口内分泌疾患研究振興財団,公益財団法人山口内分泌疾患研究振興財団,公益財団法人山口内分泌疾患研究振興財団,https://www.yamaguchi-endocrine.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B1%B1%E5%8F%A3%E5%86%85%E5%88%86%E6%B3%8C%E7%96%BE%E6%82%A3%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区芝二丁目２８番１１号芝MKビル９階,,,,,corporate,6,1,official_url_and_koeki_name_matched
109,山口記念科学振興財団,公益財団法人山口記念科学振興財団,公益財団法人山口記念科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B1%B1%E5%8F%A3%E8%A8%98%E5%BF%B5%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区岩本町２丁目２番３号,,,,,individual,6,1,koeki_name_matched_official_url_needed
110,山崎自然科学教育振興会,公益財団法人山崎自然科学教育振興会,公益財団法人山崎自然科学教育振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B1%B1%E5%B4%8E%E8%87%AA%E7%84%B6%E7%A7%91%E5%AD%A6%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,静岡県,静岡県牧之原市女神３１番地の１ＴＤＫ株式会社静岡工場内,,,,,corporate,6,1,koeki_name_matched_official_url_needed
111,岡山工学振興会,公益財団法人岡山工学振興会,公益財団法人岡山工学振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B2%A1%E5%B1%B1%E5%B7%A5%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,岡山県,岡山県岡山市北区津島中３丁目１番１号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
112,岩城留学生奨学会,公益財団法人岩城留学生奨学会,公益財団法人岩城留学生奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B2%A9%E5%9F%8E%E7%95%99%E5%AD%A6%E7%94%9F%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,東京都中央区日本橋本町四丁目8番2号,,,,,academic,6,1,koeki_name_matched_official_url_needed
113,島財団,公益財団法人島財団,公益財団法人島財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B3%B6%E8%B2%A1%E5%9B%A3,yes,和歌山県,和歌山県和歌山市本町二丁目１番地,,,,,corporate,6,1,koeki_name_matched_official_url_needed
114,平和中島財団,公益財団法人平和中島財団,公益財団法人平和中島財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B9%B3%E5%92%8C%E4%B8%AD%E5%B3%B6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区六本木六丁目１０番１号六本木ヒルズ森タワー２０階,,,,,,6,1,koeki_name_matched_official_url_needed
115,平昭七記念財団,公益財団法人平昭七記念財団,公益財団法人平昭七記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B9%B3%E6%98%AD%E4%B8%83%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,石川県,石川県羽咋市上白瀬町ヌ１１番地,,,,,individual,6,1,koeki_name_matched_official_url_needed
116,徳山科学技術振興財団,公益財団法人徳山科学技術振興財団,公益財団法人徳山科学技術振興財団,http://www.tokuyama.co.jp/japanese/zaidan,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%BE%B3%E5%B1%B1%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,山口県周南市御影町1番1号,,,,,corporate,6,1,official_url_and_koeki_name_matched
117,戸部眞紀財団,公益財団法人戸部眞紀財団,戸部眞紀財団,https://tobe-maki.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%88%B8%E9%83%A8%E7%9C%9E%E7%B4%80%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市中央区大手通３丁目２番２１号,,,,,individual,6,1,official_url_and_koeki_name_matched
118,新潟工学振興会,公益財団法人新潟工学振興会,公益財団法人新潟工学振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%96%B0%E6%BD%9F%E5%B7%A5%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,新潟県,新潟県新潟市西区五十嵐２の町８０５０番地新潟大学工学部内,,,,,corporate,6,1,koeki_name_matched_official_url_needed
119,日本分析センター,公益財団法人日本分析センター,公益財団法人日本分析センター,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E5%88%86%E6%9E%90%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,yes,内閣府,千葉県千葉市稲毛区山王町２９５番地の３,,,,,academic,6,1,koeki_name_matched_official_url_needed
120,日本板硝子材料工学助成会,公益財団法人日本板硝子材料工学助成会,公益財団法人日本板硝子材料工学助成会,http://nsg-zaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E6%9D%BF%E7%A1%9D%E5%AD%90%E6%9D%90%E6%96%99%E5%B7%A5%E5%AD%A6%E5%8A%A9%E6%88%90%E4%BC%9A,yes,内閣府,東京都港区三田３丁目５番２７号住友不動産三田ツインビル西館,,,,,academic,6,1,official_url_and_koeki_name_matched
121,日本極地研究振興会,公益財団法人日本極地研究振興会,公益財団法人日本極地研究振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E6%A5%B5%E5%9C%B0%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,東京都立川市緑町10番地の3国立極地研究所極地観測棟K307,,,,,corporate,6,1,koeki_name_matched_official_url_needed
122,日比科学技術振興財団,公益財団法人日比科学技術振興財団,公益財団法人日比科学技術振興財団,http://www.hibizaidan.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%AF%94%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,愛知県,愛知県名古屋市西区幅下１丁目４番１号,,,,,corporate,6,1,official_url_and_koeki_name_matched
123,昭和医科大学医療振興財団,公益財団法人昭和医科大学医療振興財団,公益財団法人昭和医科大学医療振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E5%8C%BB%E7%99%82%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都品川区旗の台２丁目２番１５号,,,,,academic,6,1,koeki_name_matched_official_url_needed
124,村田学術振興教育財団,公益財団法人村田学術振興・教育財団,公益財団法人村田学術振興・教育財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9D%91%E7%94%B0%E5%AD%A6%E8%A1%93%E6%8C%AF%E8%88%88%E3%83%BB%E6%95%99%E8%82%B2%E8%B2%A1%E5%9B%A3,yes,内閣府,京都府長岡京市東神足１丁目１０番１号,,,,,,6,1,koeki_name_matched_official_url_needed
125,村田海外留学奨学会,公益財団法人村田海外留学奨学会,公益財団法人村田海外留学奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9D%91%E7%94%B0%E6%B5%B7%E5%A4%96%E7%95%99%E5%AD%A6%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,京都府京都市伏見区竹田向代町１３６番地村田機械株式会社内,,,,,academic,6,1,koeki_name_matched_official_url_needed
126,東洋合成記念財団,公益財団法人東洋合成記念財団,公益財団法人東洋合成記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9D%B1%E6%B4%8B%E5%90%88%E6%88%90%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,千葉県,千葉県市川市上妙典１６０３番地,,,,,individual,6,1,koeki_name_matched_official_url_needed
127,東洋食品研究所,公益財団法人東洋食品研究所,公益財団法人東洋食品研究所,https://www.shokuken.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9D%B1%E6%B4%8B%E9%A3%9F%E5%93%81%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,兵庫県川西市南花屋敷４丁目２３番２号,,,,,academic,6,1,official_url_and_koeki_name_matched
128,松籟科学技術振興財団,公益財団法人松籟科学技術振興財団,公益財団法人松籟科学技術振興財団,https://www.shorai-foundation.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9D%BE%E7%B1%9F%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市中央区今橋４丁目４番７号,,,,,corporate,6,1,official_url_and_koeki_name_matched
129,栗林育英学術財団,公益財団法人栗林育英学術財団,公益財団法人栗林育英学術財団,https://kuribayashi.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%A0%97%E6%9E%97%E8%82%B2%E8%8B%B1%E5%AD%A6%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,北海道,北海道札幌市中央区大通西１４丁目１番地山田ビル内６階,,,,,individual,6,1,official_url_and_koeki_name_matched
130,横浜工業会,公益財団法人横浜工業会,公益財団法人横浜工業会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%A8%AA%E6%B5%9C%E5%B7%A5%E6%A5%AD%E4%BC%9A,yes,内閣府,神奈川県横浜市南区大岡２丁目３１－２番地ＹＮＵ大岡インターナショナルレジデンス内,,,,,academic,6,1,koeki_name_matched_official_url_needed
131,武田科学振興財団,公益財団法人武田科学振興財団,公益財団法人武田科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%AD%A6%E7%94%B0%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市中央区道修町二丁目３番６号,2024,,,,,6,1,koeki_name_matched_official_url_needed
132,永井科学技術財団,公益財団法人永井科学技術財団,公益財団法人永井科学技術財団,https://www.sinto.co.jp/nagaizaidan,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%B0%B8%E4%BA%95%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,愛知県,愛知県名古屋市中村区名駅３丁目２８番１２号,,,,,corporate,6,1,official_url_and_koeki_name_matched
133,浦上奨学会,公益財団法人浦上奨学会,公益財団法人浦上奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%B5%A6%E4%B8%8A%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,広島県府中市目崎町７６２番地,,,,,academic,6,1,koeki_name_matched_official_url_needed
134,渡邉財団,公益財団法人渡邉財団,渡邉財団（旧：磁気健康科学研究振興財団）,https://watanabe-zaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%B8%A1%E9%82%89%E8%B2%A1%E5%9B%A3,yes,内閣府,福岡県福岡市中央区天神１丁目１３番１７号福岡天神１丁目ビル３階,,,,,intl,6,1,official_url_and_koeki_name_matched
135,田附興風会,公益財団法人田附興風会,公益財団法人田附興風会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%94%B0%E9%99%84%E8%88%88%E9%A2%A8%E4%BC%9A,yes,内閣府,大阪府大阪市北区扇町二丁目４番２０号公益財団法人田附興風会医学研究所北野病院内,,,,,academic,6,1,koeki_name_matched_official_url_needed
136,石本記念デサントスポーツ科学振興財団,公益財団法人石本記念デサントスポーツ科学振興財団,公益財団法人石本記念デサントスポーツ科学振興財団,http://www.descente.co.jp/ishimoto,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%9F%B3%E6%9C%AC%E8%A8%98%E5%BF%B5%E3%83%87%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市浪速区湊町１丁目２番３号　マルイト難波ビル１３階,,,,,individual,6,1,official_url_and_koeki_name_matched
137,福田記念医療技術振興財団,公益財団法人福田記念医療技術振興財団,公益財団法人福田記念医療技術振興財団,http://www.fukudakinen.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%A6%8F%E7%94%B0%E8%A8%98%E5%BF%B5%E5%8C%BB%E7%99%82%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都文京区湯島２丁目３１番２０号フクダ電子株式会社春木町ビル9階,,,,,individual,6,1,official_url_and_koeki_name_matched
138,秋山記念生命科学振興財団,公益財団法人秋山記念生命科学振興財団,公益財団法人秋山記念生命科学振興財団,https://www.akiyama-foundation.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%A7%8B%E5%B1%B1%E8%A8%98%E5%BF%B5%E7%94%9F%E5%91%BD%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,北海道,北海道札幌市中央区宮の森二条１１丁目６番２５号,,,,,individual,6,1,official_url_and_koeki_name_matched
139,群馬大学科学技術振興会,公益財団法人群馬大学科学技術振興会,公益財団法人群馬大学科学技術振興会,http://www5.wind.ne.jp/g-kagishin,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%BE%A4%E9%A6%AC%E5%A4%A7%E5%AD%A6%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E4%BC%9A,yes,群馬県,群馬県桐生市天神町１丁目５番１号群馬大学理工学府内,,,,,academic,6,1,official_url_and_koeki_name_matched
140,肥後医育振興会,公益財団法人肥後医育振興会,公益財団法人肥後医育振興会,http://www.119higo.com,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%82%A5%E5%BE%8C%E5%8C%BB%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,熊本県,熊本県熊本市中央区本荘２丁目２番１号肥後医育記念館内,,,,,corporate,6,1,official_url_and_koeki_name_matched
141,船井情報科学振興財団,公益財団法人船井情報科学振興財団,公益財団法人船井情報科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%88%B9%E4%BA%95%E6%83%85%E5%A0%B1%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区外神田４丁目１１番５号船井ビル２Ｆ,2024,,,,,6,1,koeki_name_matched_official_url_needed
142,艮陵医学振興会,公益財団法人艮陵医学振興会,公益財団法人艮陵医学振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%89%AE%E9%99%B5%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,宮城県,宮城県仙台市青葉区星陵町２番１号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
143,荏原畠山記念文化財団,公益財団法人荏原畠山記念文化財団,公益財団法人荏原畠山記念文化財団,https://foundation.hatakeyama-museum.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%8D%8F%E5%8E%9F%E7%95%A0%E5%B1%B1%E8%A8%98%E5%BF%B5%E6%96%87%E5%8C%96%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都大田区羽田旭町11番1号,,,,,individual,6,1,official_url_and_koeki_name_matched
144,西日本奨学会,公益財団法人西日本奨学会,公益財団法人西日本奨学会,https://www.kitakyu-hp.or.jp/contents/group_shogakukai.htm,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%A5%BF%E6%97%A5%E6%9C%AC%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,福岡県,福岡県北九州市小倉南区湯川５丁目９番２７号学校法人創心会西日本看護専門学校内,,,,,academic,6,1,official_url_and_koeki_name_matched
